t,movement,has_pose,is_moving,is_paused
11.4,0.08470313251018524,True,True,False
11.5,0.06666165590286255,True,True,False
11.6,0.06090916693210602,True,True,False
11.7,0.05752138793468475,True,True,False
11.8,0.038217950612306595,True,True,False
11.9,0.027301963418722153,True,False,True
12.0,0.03372015804052353,True,False,True
12.1,0.025726331397891045,True,False,True
12.2,0.025845389813184738,True,False,True
12.3,0.0170223880559206,True,False,True
12.4,0.0210281889885664,True,False,True
12.5,0.012112190015614033,True,False,True
12.6,0.015278651379048824,True,False,True
12.7,0.02129659429192543,True,False,True
12.8,0.013027086853981018,True,False,True
12.9,0.015320748090744019,True,False,True
13.0,0.010263239033520222,True,False,True
13.1,0.014516539871692657,True,False,True
13.2,0.009111885912716389,True,False,True
13.3,0.011846782639622688,True,False,True
13.4,0.009987592697143555,True,False,True
13.5,0.008355401456356049,True,False,True
13.6,0.013096120208501816,True,False,True
13.7,0.020439183339476585,True,False,True
13.8,0.01948930136859417,True,False,True
13.9,0.02359147183597088,True,False,True
14.0,0.013339277356863022,True,False,True
14.1,0.014999528415501118,True,False,True
14.2,0.007679431699216366,True,False,True
14.3,0.007188164629042149,True,False,True
14.4,0.01361620333045721,True,False,True
14.5,0.008519736118614674,True,False,True
14.6,0.01120581105351448,True,False,True
14.7,0.008906089700758457,True,False,True
14.8,0.005853551905602217,True,False,True
14.9,0.006030363962054253,True,False,True
15.0,0.006118151359260082,True,False,True
15.1,0.028983375057578087,True,False,True
15.2,0.01843811199069023,True,False,True
15.3,0.01619570143520832,True,False,True
15.4,0.020992891862988472,True,False,True
15.5,0.011061352677643299,True,False,True
15.6,0.011851117946207523,True,False,True
15.7,0.018126901239156723,True,False,True
15.8,0.017364857718348503,True,False,True
15.9,0.01773015223443508,True,False,True
16.0,0.010111616924405098,True,False,True
16.1,0.011843566782772541,True,False,True
16.2,0.008902149274945259,True,False,True
16.3,0.004084496293216944,True,False,True
16.4,0.0043524145148694515,True,False,True
16.5,0.006213384214788675,True,False,True
16.6,0.0027523813769221306,True,False,True
16.7,0.0038161445409059525,True,False,True
16.8,0.0032655501272529364,True,False,True
16.9,0.0031851388048380613,True,False,True
17.0,0.0037206599954515696,True,False,True
17.1,0.006584503222256899,True,False,True
17.2,0.007049636449664831,True,False,True
17.3,0.01027483120560646,True,False,True
17.4,0.009946385398507118,True,False,True
17.5,0.00564957782626152,True,False,True
17.6,0.0051336330361664295,True,False,True
17.7,0.003756592283025384,True,False,True
17.8,0.0049917614087462425,True,False,True
17.9,0.007471500895917416,True,False,True
18.0,0.006775160785764456,True,False,True
18.1,0.009515626356005669,True,False,True
18.2,0.013456558808684349,True,False,True
18.3,0.01827418804168701,True,False,True
18.4,0.02226020209491253,True,False,True
18.5,0.01444693561643362,True,False,True
18.6,0.010662581771612167,True,False,True
18.7,0.024586055427789688,True,False,True
18.8,0.011498453095555305,True,False,True
18.9,0.022434638813138008,True,False,True
19.0,0.05262899026274681,True,True,False
19.1,0.054112743586301804,True,True,False
19.2,0.02986118383705616,True,False,True
19.3,0.024762991815805435,True,False,True
19.4,0.02613711543381214,True,False,True
19.5,0.02130470983684063,True,False,True
19.6,0.031053507700562477,True,False,True
19.7,0.03257482498884201,True,False,True
19.8,0.032258275896310806,True,False,True
19.9,0.025001129135489464,True,False,True
20.0,0.03205029293894768,True,False,True
20.1,0.03343113139271736,True,False,True
20.2,0.036475010216236115,True,True,False
20.3,0.05641300231218338,True,True,False
20.4,0.04858630523085594,True,True,False
20.5,0.027301745489239693,True,False,True
20.6,0.015577594749629498,True,False,True
20.7,0.03133445978164673,True,False,True
20.8,0.048228658735752106,True,True,False
20.9,0.05364438146352768,True,True,False
21.0,0.018889646977186203,True,False,True
21.1,0.04146887734532356,True,True,False
21.2,0.047981876879930496,True,True,False
21.3,0.04299216344952583,True,True,False
21.4,0.01775367185473442,True,False,True
21.5,0.046010278165340424,True,True,False
21.6,0.024994513019919395,True,False,True
21.7,0.04266415163874626,True,True,False
21.8,0.04070070758461952,True,True,False
21.9,0.029744014143943787,True,False,True
22.0,0.01848006434738636,True,False,True
22.1,0.006925838068127632,True,False,True
22.2,0.01649974100291729,True,False,True
22.3,0.02530052699148655,True,False,True
22.4,0.010798790492117405,True,False,True
22.5,0.009199600666761398,True,False,True
22.6,0.011869339272379875,True,False,True
22.7,0.011804802343249321,True,False,True
22.8,0.017411794513463974,True,False,True
22.9,0.03997611254453659,True,True,False
23.0,0.01594970002770424,True,False,True
23.1,0.016631504520773888,True,False,True
23.2,0.031162092462182045,True,False,True
23.3,0.04808928444981575,True,True,False
23.4,0.04930154234170914,True,True,False
23.5,0.03119209036231041,True,False,True
23.6,0.0847252681851387,True,True,False
23.7,0.012452558614313602,True,False,True
23.8,0.005898370873183012,True,False,True
23.9,0.01282862201333046,True,False,True
24.0,0.009598277509212494,True,False,True
24.1,0.007368477061390877,True,False,True
24.2,0.008839202113449574,True,False,True
24.3,0.012174357660114765,True,False,True
24.4,0.013600262813270092,True,False,True
24.5,0.014095465652644634,True,False,True
24.6,0.04590114951133728,True,True,False
24.7,0.04262053221464157,True,True,False
24.8,0.01810438185930252,True,False,True
24.9,0.022696157917380333,True,False,True
25.0,0.045687898993492126,True,True,False
25.1,0.047911304980516434,True,True,False
25.2,0.015059522353112698,True,False,True
25.3,0.03733908757567406,True,True,False
25.4,0.034376777708530426,True,False,True
25.5,0.026156306266784668,True,False,True
25.6,0.012464343570172787,True,False,True
25.7,0.008207266218960285,True,False,True
25.8,0.005607240367680788,True,False,True
25.9,0.015575146302580833,True,False,True
26.0,0.014812816865742207,True,False,True
26.1,0.013162448070943356,True,False,True
26.2,0.010855919681489468,True,False,True
26.3,0.01343444548547268,True,False,True
26.4,0.010745421051979065,True,False,True
26.5,0.014420612715184689,True,False,True
26.6,0.01746513694524765,True,False,True
26.7,0.011685625649988651,True,False,True
26.8,0.02010739967226982,True,False,True
26.9,0.01734992489218712,True,False,True
27.0,0.011393308639526367,True,False,True
27.1,0.013062329962849617,True,False,True
27.2,0.018363388255238533,True,False,True
27.3,0.015575675293803215,True,False,True
27.4,0.012938214465975761,True,False,True
27.5,0.020305918529629707,True,False,True
27.6,0.027291204780340195,True,False,True
27.7,0.01885256916284561,True,False,True
27.8,0.007667566183954477,True,False,True
27.9,0.007987531833350658,True,False,True
28.0,0.014014780521392822,True,False,True
28.1,0.013571938499808311,True,False,True
28.2,0.022165851667523384,True,False,True
28.3,0.023400459438562393,True,False,True
28.4,0.12203839421272278,True,True,False
28.5,0.03606467694044113,True,True,False
28.6,0.03316104784607887,True,False,True
28.7,0.026349112391471863,True,False,True
28.8,0.09685530513525009,True,True,False
28.9,0.03363988921046257,True,False,True
29.0,0.018638554960489273,True,False,True
29.1,0.013402463868260384,True,False,True
29.2,0.05759848654270172,True,True,False
29.3,0.0243899654597044,True,False,True
29.4,0.08571064472198486,True,True,False
29.5,0.02326883375644684,True,False,True
29.6,0.11227060854434967,True,True,False
29.7,0.014522208832204342,True,False,True
29.8,0.024754874408245087,True,False,True
29.9,0.09262751787900925,True,True,False
30.0,0.04352325201034546,True,True,False
30.1,0.018915850669145584,True,False,True
30.2,0.04112648963928223,True,True,False
30.3,0.07704634964466095,True,True,False
30.4,0.023393377661705017,True,False,True
30.5,0.01934242993593216,True,False,True
30.6,0.07944545149803162,True,True,False
30.7,0.0931047797203064,True,True,False
30.8,0.019970444962382317,True,False,True
30.9,0.02752983756363392,True,False,True
31.0,0.09495264291763306,True,True,False
31.1,0.01909327693283558,True,False,True
31.2,0.02369118668138981,True,False,True
31.3,0.0190412700176239,True,False,True
31.4,0.09967933595180511,True,True,False
31.5,0.012883768416941166,True,False,True
31.6,0.09446079283952713,True,True,False
31.7,0.010144868865609169,True,False,True
31.8,0.011127348057925701,True,False,True
31.9,0.012627284042537212,True,False,True
32.0,0.00963266845792532,True,False,True
32.1,0.006265960168093443,True,False,True
32.2,0.0121762715280056,True,False,True
32.3,0.013042816892266273,True,False,True
32.4,0.016445644199848175,True,False,True
32.5,0.007795545272529125,True,False,True
32.6,0.010884108021855354,True,False,True
32.7,0.0039132037200033665,True,False,True
32.8,0.008054058067500591,True,False,True
32.9,0.012392486445605755,True,False,True
33.0,0.014416659250855446,True,False,True
33.1,0.008575698360800743,True,False,True
33.2,0.012206265702843666,True,False,True
33.3,0.008468587882816792,True,False,True
33.4,0.10570326447486877,True,True,False
33.5,0.10748880356550217,True,True,False
33.6,0.015320682898163795,True,False,True
33.7,0.01650867611169815,True,False,True
33.8,0.014391040429472923,True,False,True
33.9,0.009530817158520222,True,False,True
34.0,0.007012625224888325,True,False,True
34.1,0.011451561003923416,True,False,True
34.2,0.006785120815038681,True,False,True
34.3,0.009479790925979614,True,False,True
34.4,0.008379064500331879,True,False,True
34.5,0.009853345341980457,True,False,True
34.6,0.009398826397955418,True,False,True
34.7,0.011941857635974884,True,False,True
34.8,0.01429804414510727,True,False,True
34.9,0.10533586889505386,True,True,False
35.0,0.020323675125837326,True,False,True
35.1,0.018437789753079414,True,False,True
35.2,0.01562933623790741,True,False,True
35.3,0.019857415929436684,True,False,True
35.4,0.020902566611766815,True,False,True
35.5,0.08599550276994705,True,True,False
35.6,0.029009712859988213,True,False,True
35.7,0.038800448179244995,True,True,False
35.8,0.03501370549201965,True,True,False
35.9,0.03735916316509247,True,True,False
36.0,0.03161318227648735,True,False,True
36.1,0.0390004888176918,True,True,False
36.2,0.047708164900541306,True,True,False
36.3,0.05317244678735733,True,True,False
36.4,0.04632310941815376,True,True,False
36.5,0.041119541972875595,True,True,False
36.6,0.03274450823664665,True,False,True
36.7,0.07668402791023254,True,True,False
36.8,0.05750427022576332,True,True,False
36.9,0.02781112678349018,True,False,True
37.0,0.027621164917945862,True,False,True
37.1,0.015595420263707638,True,False,True
37.2,0.018559588119387627,True,False,True
37.3,0.01652233675122261,True,False,True
37.4,0.042560793459415436,True,True,False
37.5,0.037314027547836304,True,True,False
37.6,0.06414742767810822,True,True,False
37.7,0.020427986979484558,True,False,True
37.8,0.035709530115127563,True,True,False
37.9,0.04690976068377495,True,True,False
38.0,0.03372865915298462,True,False,True
38.1,0.021886635571718216,True,False,True
38.2,0.031027110293507576,True,False,True
38.3,0.04606396332383156,True,True,False
38.4,0.013895387761294842,True,False,True
38.5,0.04532018303871155,True,True,False
38.6,0.030933793634176254,True,False,True
38.7,0.007768172770738602,True,False,True
38.8,0.01780775561928749,True,False,True
38.9,0.017601294443011284,True,False,True
39.0,0.019571177661418915,True,False,True
39.1,0.006009975913912058,True,False,True
39.2,0.01815377175807953,True,False,True
39.3,0.010671860538423061,True,False,True
39.4,0.04079373553395271,True,True,False
39.5,0.0332624614238739,True,False,True
39.6,0.020711064338684082,True,False,True
39.7,0.045563116669654846,True,True,False
39.8,0.021726094186306,True,False,True
39.9,0.036021120846271515,True,True,False
40.0,0.03085414133965969,True,False,True
40.1,0.024937637150287628,True,False,True
40.2,0.046202801167964935,True,True,False
40.3,0.06648840010166168,True,True,False
40.4,0.09169502556324005,True,True,False
40.5,0.14400362968444824,True,True,False
40.6,0.1856905221939087,True,True,False
40.7,0.05374956876039505,True,True,False
40.8,0.05508219078183174,True,True,False
40.9,0.04041959345340729,True,True,False
41.0,0.020025085657835007,True,False,True
41.1,0.021423548460006714,True,False,True
41.2,0.010015705600380898,True,False,True
41.3,0.0027409386821091175,True,False,True
41.4,0.003128939541056752,True,False,True
41.5,0.006191274616867304,True,False,True
41.6,0.00621068337932229,True,False,True
41.7,0.00715976394712925,True,False,True
41.8,0.009779531508684158,True,False,True
41.9,0.0077078575268387794,True,False,True
42.0,0.6560403108596802,True,True,False
42.1,0.015653707087039948,True,False,True
42.2,0.016540082171559334,True,False,True
42.3,0.016444725915789604,True,False,True
42.4,0.012448279187083244,True,False,True
42.5,0.009550023823976517,True,False,True
42.6,0.011720588430762291,True,False,True
42.7,0.028379591181874275,True,False,True
42.8,0.014583666808903217,True,False,True
42.9,0.025020495057106018,True,False,True
43.0,0.015056457370519638,True,False,True
43.1,0.016822975128889084,True,False,True
43.2,0.013194266706705093,True,False,True
43.3,0.029121529310941696,True,False,True
43.4,0.01780403032898903,True,False,True
43.5,0.015000774525105953,True,False,True
43.6,0.27190709114074707,True,True,False
43.7,0.13061963021755219,True,True,False
43.8,0.31388670206069946,True,True,False
43.9,0.07460108399391174,True,True,False
44.0,0.7707461714744568,True,True,False
44.1,0.9425067901611328,True,True,False
44.2,0.7127218842506409,True,True,False
44.3,0.2323538362979889,True,True,False
44.4,0.07158711552619934,True,True,False
44.5,0.046844445168972015,True,True,False
44.6,0.029538266360759735,True,False,True
44.7,0.036909766495227814,True,True,False
44.8,0.43209680914878845,True,True,False
44.9,0.0,False,False,True
45.0,0.0,True,False,True
45.1,0.08407530933618546,True,True,False
45.2,0.1438884437084198,True,True,False
45.3,0.11241532117128372,True,True,False
45.4,0.11193905770778656,True,True,False
45.5,0.0,False,False,True
45.6,0.0,True,False,True
45.7,0.0,False,False,True
